product_id,product_name,type,quantity,minimum_quantity,location,batch_number,default_unit_of_measure,Sellable
20001,Brighter Shine,Alternatives,50,0.0000,Woods Cross,None,ea,True
TEST-1,Brighter Shine TEST,Alternatives,50,0.0000,Woods Cross,None,ea,True
22000,Complete Sugar Blocker Spray,Alternatives,50,0.0000,Woods Cross,None,ea,True
100296,Batch of Anti Anxiety & Calming Superfood Powder,Bulk Powders,50,0.0000,Woods Cross,None,ea,False
100221,Batch of Good Greens Powder,Bulk Powders,50,0.0000,Woods Cross,None,kg,False
100295,Batch of Gut Greens ,Bulk Powders,50,0.0000,Woods Cross,None,ea,False
100294,Batch of Organic & Kosher Greens Superfood Powder,Bulk Powders,50,0.0000,Woods Cross,None,ea,False
100293,Batch of Weight Management Superfood Greens,Bulk Powders,50,0.0000,Woods Cross,None,ea,False
100329,Bulk powder - Brighter Shine,Bulk Powders,50,0.0000,Woods Cross,None,ea,False
110001,Bulk Powder - Gallbladder and Liver Complete,Bulk Powders - Liquid,50,0.0000,Woods Cross,None,kg,False
110000,Bulk Powder - Kidney Complete,Bulk Powders - Liquid,50,0.0000,Woods Cross,None,kg,False
110007,Bulk Powder - Prostate Complete,Bulk Powders - Liquid,50,0.0000,Woods Cross,None,kg,False
110004,Bulk Powder - Uric Acid and Arthritis Complete,Bulk Powders - Liquid,50,0.0000,Woods Cross,None,kg,False
110006,Bulk Powder - Urinary Tract Complete,Bulk Powders - Liquid,50,0.0000,Woods Cross,None,kg,False
15017,Biotin Vitamin B7 and Coenzyme R Supplement,Capsules ,50,0.0000,Woods Cross,None,ea,True
15035,Calcium & Magnesium Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15036,Calming Blend Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15033,D-ManFalsese and Cranberry Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15032,D-ManFalsese Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
GBUTI30,Goodbye UTI 30 ct Cranberry Capsule,Capsules ,50,0.0000,Woods Cross,None,ea,True
GBUTI60,Goodbye UTI 60 ct Cranberry Capsule,Capsules ,50,0.0000,Woods Cross,None,ea,True
15010,Grape Seed Extract Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15034,Hibiscus Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15031,Inulin Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15022,Nattokinase Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15037,Olive Leaf Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15020,Organic Apple Cider Vinegar Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15041,Organic Artichoke Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15023,Organic Ashwagandha Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15019,Organic Beet Root Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15029,Organic Black Maca Root Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15040,Organic Calming Capsules,Capsules ,50,0.0000,Woods Cross,None,Item,True
16003,Organic Chaga Capsules,Capsules ,50,0.0000,Woods Cross,None,Item,True
15018,Organic Chanca Piedra Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15000,Organic Chlorella Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15002,Organic Cranberry Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15008,Organic Dandelion Root Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15009,Organic Echinacea Root Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15013,Organic Elderberry Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15014,Organic Garlic Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15007,Organic Green Alfalfa Leaf Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
16002,Organic Lion's Mane Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15004,Organic Maca Root Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
16001,Organic Maitake Mushroom Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15005,Organic Milk Thistle Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15021,Organic Papaya Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15006,Organic Raw Sea Kelp Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15028,Organic Red Maca Root Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
16000,Organic Reishi Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15001,Organic Spirulina Powder Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15003,Organic Turmeric Curcumin Root Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15012,Organic Whole Psyllium Husk Capsules,Capsules ,50,0.0000,Woods Cross,None,ea,True
15015,Plant Based Digestive Enzyme Supplements,Capsules ,50,0.0000,Woods Cross,None,ea,True
15030,Plant Based Immunity Enzyme Supplement,Capsules ,50,0.0000,Woods Cross,None,ea,True
15016,Pure Garcinia Cambogia Tablets,Capsules ,50,0.0000,Woods Cross,None,ea,True
100042,1 Gallon Natural HDPE Industrial Round 38-400 - 115gm,Containers,50,0.0000,Woods Cross,None,ea,False
100362,100cc White HDPE Straight-Side pill packer 38-400,Containers,50,0.0000,Woods Cross,None,Item,False
100264,12 oz clear square,Containers,50,0.0000,Woods Cross,None,ea,False
100331,12 oz dark amber bottle 28-410 *china bottles,Containers,50,0.0000,Woods Cross,None,ea,False
100238,12oz Amber PET Bottle Boston Rd W/24-410 Neck,Containers,50,0.0000,Woods Cross,None,ea,False
100069,12oz PET Clear plastic Cosmo round Bottle w/24-410 neck (210 cs),Containers,50,0.0000,Woods Cross,None,ea,False
100041,150cc Amber Glass Pill Packer - 45-400 Neck Finish,Containers,50,4320.0000,Woods Cross,None,ea,False
100044,150cc White PET Packer 38-400,Containers,50,0.0000,Woods Cross,None,ea,False
100594,16 oz Amber glass bottles 28-400 Boston round,Containers,50,300.0000,Woods Cross,None,ea,False
100334,16oz Amber PET Jar 89-400,Containers,50,525.0000,Woods Cross,None,ea,False
B230A,16oz Amber PET Plastic Cosmo Round Bottle w/ 24-410,Containers,50,2835.0000,Woods Cross,None,ea,False
100071,"16oz Bullet Round, CLEAR, PET, 28-410 Neck Finish",Containers,50,0.0000,Woods Cross,None,ea,False
B209CL,16oz Clear PET Plastic Cosmo round bottle w/ 24-410 neck Finish,Containers,50,0.0000,Woods Cross,None,ea,False
100292,16oz Clear square juice bottle,Containers,50,0.0000,Woods Cross,None,ea,False
100207,"16oz Cosmo Bottle, Light Amber, B249A",Containers,50,0.0000,Woods Cross,None,ea,False
J093W,16oz White PET plastic single wall Jar w/ 89-400 neck finish,Containers,50,490.0000,Woods Cross,None,ea,False
100076,"16oz. CLEAR Pet Jar, 89-400",Containers,50,0.0000,Woods Cross,None,ea,False
100208,19oz Clear PET plastic single Jar - 89-400 / B236C,Containers,50,0.0000,Woods Cross,None,ea,False
100234,19oz Dark Amber - PET single wall Jar w/ 89-400 neck,Containers,50,490.0000,Woods Cross,None,ea,False
J103W,19oz White PET Plastic Single Wall Jar w/89-400 neck finish,Containers,50,1400.0000,Woods Cross,None,ea,False
100647,28-400 Black PheFalselic P/E Cone - Glass bottle lid,Containers,50,1500.0000,Woods Cross,None,ea,False
100201,"300cc Packer Bottle, Light Amber - 45-400 Part# BA300LA",Containers,50,0.0000,Woods Cross,None,ea,False
100367,"4cc Scoop LH Natural 3500 pcs / 4.5"" handle MH",Containers,50,5000.0000,Woods Cross,None,Item,False
100365,4oz Amber Glass Boston round bottle w/ 24-400 neck finish,Containers,50,0.0000,Woods Cross,None,Item,False
100297,4oz Clear PET Cosmo/Bullet Bottle 24-410,Containers,50,0.0000,Woods Cross,None,ea,False
100217,8oz Amber Glass Straight-sided round jar 70-400,Containers,50,0.0000,Woods Cross,None,ea,False
B320A,8oz Amber PET boston round bottle w/ 24-410 Neck finish /280 per case,Containers,50,4200.0000,Woods Cross,None,ea,False
100013,"8oz PET Plastic Boston Round, Clear w/ 24-410 neck (280 case)",Containers,50,0.0000,Woods Cross,None,ea,False
100236,8oz White PET plastic single wall Jar w/ 70-400 neck finish,Containers,50,960.0000,Woods Cross,None,ea,False
100333,9oz Amber Glass Straight-sided round jar 70-400,Containers,50,0.0000,Woods Cross,None,ea,False
100366,Black PP Plastic 24-400 Ribbed skirt dropper assembly w/ rubber bulb & 108mm straight tip glass pipette (fits 4oz bottle),Containers,50,50.0000,Woods Cross,None,Item,False
18001,Apple Cider Vinegar Gummies,Gummies,50,0.0000,Woods Cross,None,ea,True
18005,Beet Root Gummies ,Gummies,50,20.0000,Woods Cross,None,ea,True
18004,Cranberry Gummies ,Gummies,50,20.0000,Woods Cross,None,ea,True
18002,Elderberry Immune Gummies,Gummies,50,0.0000,Woods Cross,None,ea,True
18003,Turmeric Ginger Gummies,Gummies,50,0.0000,Woods Cross,None,ea,True
100258,Acidopholis Powder,Ingredients,50,15.0000,Woods Cross,None,kg,False
100008,Alfalfa Powder (organic),Ingredients,50,50.0000,Woods Cross,None,kg,False
100055,Apple Cider Vinegar - Unflitered Unpasterized / Org. / Kosher,Ingredients,50,220.0000,Woods Cross,None,gallon,False
100087,Apple Cider Vinegar Powder (organic),Ingredients,50,25.0000,Woods Cross,None,kg,False
100119,"Apple Powder, Organic ",Ingredients,50,5.0000,Woods Cross,None,kg,True
100091,Ascorbic acid USP/FCC Kosher GSO,Ingredients,50,15.0000,Woods Cross,None,kg,False
100089,Ashwagandha Root powder 25kg organic,Ingredients,50,25.0000,Woods Cross,None,kg,False
100098,Barley Grass Powder organic,Ingredients,50,15.0000,Woods Cross,None,kg,False
100093,Bee Pollen Powder Imported,Ingredients,50,0.0000,Woods Cross,None,kg,False
100092,beet juice powder organic,Ingredients,50,15.0000,Woods Cross,None,kg,False
100007,Beet Root Powder (organic),Ingredients,50,75.0000,Woods Cross,None,kg,False
100095,Berry Flavor Powder organic,Ingredients,50,15.0000,Woods Cross,None,kg,False
100094,Black Carrot Extract Powder,Ingredients,50,10.0000,Woods Cross,None,kg,False
100096,Black Currant Powder Organic,Ingredients,50,15.0000,Woods Cross,None,kg,False
100097,Black Elderberry Extract 10:1 25kg drum,Ingredients,50,0.0000,Woods Cross,None,kg,False
100099,Blueberry Powder organic,Ingredients,50,15.0000,Woods Cross,None,kg,False
100086,Bulk 25mg CBD Gummies,Ingredients,50,0.0000,Woods Cross,None,ea,False
100085,Bulk Apple Cider Vinegar Gummies,Ingredients,50,600.0000,Woods Cross,None,ea,False
100084,Bulk Elderberry + Vit C Gummies,Ingredients,50,600.0000,Woods Cross,None,ea,False
100231,Bulk Turmeric Gummies,Ingredients,50,0.0000,Woods Cross,None,ea,False
100100,Burdock Root Powder Organic,Ingredients,50,0.4500,Woods Cross,None,kg,False
100074,Calcium Citrate USP Powder - TCACI0121P - MOQ 100 kg (25 kg bags),Ingredients,50,15.0000,Woods Cross,None,kg,False
100102,California Poppy Herb C/S organic,Ingredients,50,0.5000,Woods Cross,None,kg,False
100104,Carrot Powder Organic,Ingredients,50,10.0000,Woods Cross,None,kg,False
100105,Cascara Sagrada Bark Powder Wildcrafted,Ingredients,50,0.5000,Woods Cross,None,kg,False
100249,Celery Seed Powder,Ingredients,50,0.9070,Woods Cross,None,lb,False
100103,Chamomile Flower Powder Organic,Ingredients,50,0.5000,Woods Cross,None,kg,False
100072,"Chanca Piedra Powder, Organic",Ingredients,50,75.0000,Woods Cross,None,kg,False
100106,Cherry Flavor Powder organic,Ingredients,50,15.0000,Woods Cross,None,kg,False
100063,Cherry Flavoring,Ingredients,50,5.0000,Woods Cross,None,kg,False
100019,"Cherry Type Flavor, Natural Organic",Ingredients,50,5.0000,Woods Cross,None,kg,False
100108,Chlorella (Cracked Cell) Powder Organic,Ingredients,50,25.0000,Woods Cross,None,kg,False
100109,Chrysanthemum Flowers Yellow organic,Ingredients,50,0.0000,Woods Cross,None,kg,False
100111,Cinnamon Flavor Extract,Ingredients,50,0.0000,Woods Cross,None,kg,False
100212,"Cinnamon Leaf Essential Oil, Organic",Ingredients,50,8.0000,Woods Cross,None,oz,False
100110,Citric Acid USP 10-40 Mesh,Ingredients,50,50.0000,Woods Cross,None,lb,False
CITRIC ACID TEST,Citric Acid USP 10-40 Mesh-TEST,Ingredients,50,50.0000,Woods Cross,None,lb,False
100154,Clover Honey Organic,Ingredients,50,40.0000,Woods Cross,None,lb,False
100113,Cranberry Powder Organic,Ingredients,50,25.0000,Woods Cross,None,kg,False
100114,Creatine MoFalse 80 Mesh 25kg drum,Ingredients,50,10.0000,Woods Cross,None,kg,False
100122,Cured Fo-ti Root Powder Organic,Ingredients,50,0.0000,Woods Cross,None,oz,False
100080,Dandelion Root Powder (Organic),Ingredients,50,15.0000,Woods Cross,None,kg,False
100346,Dandelion Root Raw Cut & Sift Organic,Ingredients,50,0.0000,Woods Cross,None,kg,False
100123,Devil's Claw Root Powder Organic,Ingredients,50,0.5000,Woods Cross,None,ea,False
100065,DigeSEB Powder (Digestive Enzymes),Ingredients,50,50.0000,Woods Cross,None,kg,False
100118,DL- Malic Acid FCC 25kg bag,Ingredients,50,0.0000,Woods Cross,None,kg,False
100124,DL-Methionine,Ingredients,50,0.0000,Woods Cross,None,kg,False
100050,D-ManFalsese Powder / 25kg per keg,Ingredients,50,100.0000,Woods Cross,None,kg,False
100126,Dulse Leaf Powder Organic,Ingredients,50,0.0000,Woods Cross,None,kg,False
100127,"Echinacea Powder, Organic",Ingredients,50,15.0000,Woods Cross,None,kg,False
100128,Elderberry Juice powder,Ingredients,50,15.0000,Woods Cross,None,kg,False
100199,"Elderberry Powder, Organic",Ingredients,50,15.0000,Woods Cross,None,kg,False
100132,Fennel Seed Powder Organic,Ingredients,50,0.5000,Woods Cross,None,kg,False
100150,GABA,Ingredients,50,0.5000,Woods Cross,None,kg,False
1000231,Garcinia Cambogia 50%,Ingredients,50,0.5000,Woods Cross,None,kg,False
100066,Garlic Powder (Organic),Ingredients,50,15.0000,Woods Cross,None,kg,False
100152,Ginger Essential Oil,Ingredients,50,8.0000,Woods Cross,None,oz,False
100151,Ginger Root Powder Organic,Ingredients,50,10.0000,Woods Cross,None,kg,False
100215,"Ginkgo Leaf Powder C/S, Organic",Ingredients,50,0.5000,Woods Cross,None,kg,False
100239,Ginseng Root Powder Chinese White,Ingredients,50,0.5000,Woods Cross,None,kg,False
NP GJP-R,"Grape Juice Powder ""R""",Ingredients,50,1.0000,Woods Cross,None,kg,False
738,Grape Juice Powder (organic),Ingredients,50,10.0000,Woods Cross,None,kg,False
100147,Grapeseed Extract Organic,Ingredients,50,25.0000,Woods Cross,None,kg,False
100018,"Green Papaya Powder, Organic ",Ingredients,50,0.0000,Woods Cross,None,kg,False
100130,Hawthorn Berry Powder Organic,Ingredients,50,0.0000,Woods Cross,None,lb,False
100057,"Hibiscus Flower Powder, Organic & Kosher",Ingredients,50,15.0000,Woods Cross,None,kg,False
100037,Honey Granules Organic,Ingredients,50,0.9070,Woods Cross,None,kg,False
100156,Honey Powder Organic,Ingredients,50,0.0000,Woods Cross,None,kg,False
100061,"Hops Raw Flower Powder, Organic",Ingredients,50,0.5000,Woods Cross,None,kg,False
100129,Horny Goat Weed Powder Organic/ Epimedium,Ingredients,50,0.5000,Woods Cross,None,ea,False
100157,"ImmuFalseSEB Powder, Kosher",Ingredients,50,20.0000,Woods Cross,None,kg,False
100038,Inulin Powder Raw Bulk / Organic - Kosher (Jerusalem Artichoke),Ingredients,50,100.0000,Woods Cross,None,kg,False
100039,"Kale Powder, Organic and Kosher",Ingredients,50,20.0000,Woods Cross,None,kg,False
100216,"Kava Kava Root Powder, Wildcrafted",Ingredients,50,0.0000,Woods Cross,None,kg,False
100244,"Kelp Powder, Organic - Raw 25kg",Ingredients,50,50.0000,Woods Cross,None,kg,False
100159,L-Alanine Powder,Ingredients,50,0.0000,Woods Cross,None,kg,False
100016,L-Arginine Base Powder 20kg,Ingredients,50,25.0000,Woods Cross,None,kg,False
100160,L-Carnitine Base Powder,Ingredients,50,0.0000,Woods Cross,None,kg,False
100125,L-Carnitine Tartrate,Ingredients,50,25.0000,Woods Cross,None,kg,False
100255,L-Citrulline DL-Malate 2:1,Ingredients,50,0.0000,Woods Cross,None,kg,False
100035,Lecithin Powder,Ingredients,50,0.0000,Woods Cross,None,kg,False
100229,"Lemon Balm Powder, Organic",Ingredients,50,0.4500,Woods Cross,None,kg,False
100345,Lemon Essential Oil Organic - Gallon,Ingredients,50,32.0000,Woods Cross,None,oz,False
100213,"Lemon Essential Oil, Organic",Ingredients,50,8.0000,Woods Cross,None,oz,False
100257,Lemon Juice,Ingredients,50,32.0000,Woods Cross,None,kg,False
100136,"Lemon Juice Powder, Organic",Ingredients,50,25.0000,Woods Cross,None,kg,False
100134,Lemon Peel Powder,Ingredients,50,25.0000,Woods Cross,None,kg,False
100034,"Lemon Powder, Organic & Kosher - 50LB Box",Ingredients,50,25.0000,Woods Cross,None,lb,False
Lemon-Powder-Test,"Lemon Powder, Organic & Kosher - 50LB Box - TEST",Ingredients,50,25.0000,Woods Cross,None,lb,False
100161,L-Glutamine FCC (25kg drum),Ingredients,50,25.0000,Woods Cross,None,kg,False
100166,Licorice Root Powder Organic,Ingredients,50,0.0000,Woods Cross,None,kg,False
100165,Lime Essential Oil Organic,Ingredients,50,8.0000,Woods Cross,None,oz,False
100033,Lime Peel Powder,Ingredients,50,25.0000,Woods Cross,None,kg,False
100326,Liposomal PureWay-C,Ingredients,50,25.0000,Woods Cross,None,kg,False
100162,L-Isoleucine (25kg drum),Ingredients,50,0.0000,Woods Cross,None,kg,False
100222,L-Lysine HCI Powder,Ingredients,50,75.0000,Woods Cross,None,kg,False
100158,L-Theanine Powder,Ingredients,50,0.0000,Woods Cross,None,kg,False
100254,L-Valine,Ingredients,50,0.0000,Woods Cross,None,kg,False
100168,Maca Black Root Gelatinized Powder Organic Certified (USDA-FalseP),Ingredients,50,25.0000,Woods Cross,None,kg,False
100167,Maca Red Root Gelantinized Powder Organic Certified (USDA-FalseP),Ingredients,50,25.0000,Woods Cross,None,kg,False
100169,Maca Root Gelantinized Powder Organic Certified (USDA-FalseP),Ingredients,50,25.0000,Woods Cross,None,kg,False
100009,Maca Root Powder - Yellow (organic) kg (Gelatinized),Ingredients,50,0.0000,Woods Cross,None,kg,False
100171,Magnesium Citrate Powder (25kg bag),Ingredients,50,25.0000,Woods Cross,None,kg,False
100040,"Magnesium Powder, Kosher - Organic Compliant",Ingredients,50,0.0000,Woods Cross,None,kg,False
100344,Matcha Tea Powder Ceremonial Grade Organic,Ingredients,50,0.0000,Woods Cross,None,kg,False
100172,Milk Thistle Powder organic,Ingredients,50,25.0000,Woods Cross,None,kg,False
100170,Monk Fruit Juice Concentrate,Ingredients,50,0.0000,Woods Cross,None,kg,False
100175,Moringa Leaf Powder Organic,Ingredients,50,25.0000,Woods Cross,None,kg,False
100173,MSM Powder,Ingredients,50,0.0000,Woods Cross,None,kg,False
100176,N-Acetyl-Cysteine,Ingredients,50,0.0000,Woods Cross,None,kg,False
100015,Nattokinase Powder,Ingredients,50,40.0000,Woods Cross,None,kg,False
100177,Nettle Leaf Powder Organic,Ingredients,50,0.5000,Woods Cross,None,kg,False
100117,Nettle Root Powder Organic,Ingredients,50,0.5000,Woods Cross,None,kg,False
